text_id,text,label_0_mean,label_0_std,label_0_last,label_1_mean,label_1_std,label_1_last,label,pred,agreement_level,agreement_factor,comment_id,confidence,variability,correctness,is_correct,agreement_factor_rd
2501, Forget the last 47 years please.,0.933020544052124,0.13293666923166053,0.9968336224555968,0.06697946633212266,0.13293666392358305,0.0031663856934756,0,0,A++,1.0,2357_test,0.933020544052124,0.13293666923166053,0.9968336224555968,True,1.0
2502,Dammit Florida!! Florida Becomes Fifth State to Hit Grim COVID-19 Milestone: <url> via ,0.9801495432853699,0.027808672339626684,0.9984192848205566,0.01985043727327132,0.027808681504789125,0.0015807194868102,0,0,A+,0.8,2358_train,0.9801495432853699,0.027808672339626684,0.9984192848205566,True,0.8
2503,racists: omg how dare you call out for violence!  also racists: I'll find out where you live and murder you and your family kankerneger  #BlackLivesMatter,0.12114545367658133,0.09401298561764918,0.0120150130242109,0.8788545250892639,0.09401296858986476,0.9879849553108216,1,1,A++,1.0,2359_test,0.8788545250892639,0.09401296858986476,0.9879849553108216,True,1.0
2504,Health officials say Orange County COVID-19 testing is ‘skyrocketing’ as free rapid testing is set to arrive next week <url>,0.9866724610328674,0.018283749902095064,0.9991452693939208,0.01332752046873786,0.018283741456110166,0.0008546716417185,0,0,A++,1.0,2359_train,0.9866724610328674,0.018283749902095064,0.9991452693939208,True,1.0
2505," No, it’s a medical issue, remember. What the hell does patriotism have to do with the forceful usage of unnecessary garments.",0.9667475581169128,0.054245863679229074,0.9986475110054016,0.0332524428144097,0.05424583323576727,0.0013524880632758,0,0,A0,0.6,2360_train,0.9667475581169128,0.054245863679229074,0.9986475110054016,True,0.6
2506,  George your a fucking moron,0.0864970743656158,0.14275131334106,0.016287725418806,0.9135029196739197,0.14275134229270456,0.9837122559547424,1,1,A++,1.0,2361_test,0.9135029196739197,0.14275134229270456,0.9837122559547424,True,1.0
2507,"man shut the fuck up, niggas banned ye from the black community, complained when he didn’t speak up on issues in the black community now that he doing good for the black community it’s ANOTHER problem.",0.1186996201984584,0.22837534287839112,0.0092662796378135,0.8813003718852996,0.2283753208655128,0.9907337427139282,1,1,A++,1.0,2361_train,0.8813003718852996,0.2283753208655128,0.9907337427139282,True,1.0
2508,SAY THEIR NAMES! Bring them justice. #blm #BlackLivesMatter <url>,0.9837943911552429,0.014788406302426867,0.9978613257408142,0.01620562896132466,0.014788411844946305,0.0021386896260082,0,0,A++,1.0,2362_test,0.9837943911552429,0.014788406302426867,0.9978613257408142,True,1.0
2509,"  At least he didn't look like a deflating, melting, orange icicle.  Trump looked like dehydrated Cheeto puffs. <url>",0.2695996135473251,0.09336806841083806,0.3385363519191742,0.7304004073143006,0.09336806707454465,0.6614636778831482,0,1,A0,0.6,2362_train,0.2695996135473251,0.09336806841083806,0.3385363519191742,False,0.6
2510,"Nothing because the GOP and the Dems are two cheeks of the same ass, they're both looking forward to Trump going so it can be business as usual with the banks and special interests",0.14008356351405377,0.2576641660662637,0.0198851414024829,0.8599164426326752,0.257664183715871,0.9801148772239684,1,1,A+0,0.6,2363_test,0.8599164426326752,0.257664183715871,0.9801148772239684,True,0.6
2511,Imagine cutting the video in order to try and mislead on his FULL quote. #FakeNews,0.9319797396659851,0.08607307882999192,0.995945394039154,0.06802028082311148,0.08607307107932352,0.0040546581149101,0,0,A++,1.0,2363_train,0.9319797396659851,0.08607307882999192,0.995945394039154,True,1.0
2512,"  Get after him and do not let up. We need a grown-up in the WH who will not lie their way through their term in office to the detriment of our country and her people. He must answer for his lies, disgusting actions and words.",0.8097684204578399,0.24958704067817575,0.9955702424049376,0.1902315913699567,0.24958704980727725,0.0044298167340457,0,0,A++,1.0,2364_test,0.8097684204578399,0.24958704067817575,0.9955702424049376,True,1.0
2513,💥💥💥 Pompeo: President Trump ‘Committed’ to Holding China Accountable for the COVID-19 Virus   ⁦  <url>,0.9869291663169861,0.013730196935823653,0.9978456497192384,0.01307085747830566,0.01373021580595131,0.0021543342154473,0,0,A+,0.8,2364_train,0.9869291663169861,0.013730196935823653,0.9978456497192384,True,0.8
2514," America. This is people just looking for free shit &amp; destroying our city. Someone has to put an end to this, please.  #Philadelphia #Philly #phillyriots #Trump",0.2627578161656856,0.305284181563468,0.0485630445182323,0.7372421890497207,0.30528417132116537,0.9514369368553162,1,1,A+0,0.6,2365_test,0.7372421890497207,0.30528417132116537,0.9514369368553162,True,0.6
2515, I’m donating to #BlackLivesMatter   IN  name. I’m doing my part in calling out RACIST. I’m donating to Black organizations for every racist I meet in their names. You could say I’m helping them make amends. You’re welcome Tucker!,0.8840548634529114,0.17965083797746587,0.9964269995689392,0.11594514255411921,0.17965082917166417,0.0035730258096009,0,0,A+,0.8,2365_train,0.8840548634529114,0.17965083797746587,0.9964269995689392,True,0.8
2516,Moderna Prepares to Launch COVID-19 Vaccine Candidate  #Biopharmaceutical #CoronaVirus #CoronavirusTreatment #COVID19 #Covid19Vaccine #HumanTrials #Moderna $MRNA #Pandemic #Trial #Vaccine <url> <url>,0.9453371047973633,0.10100905564109583,0.9976969361305236,0.05466290591284628,0.10100907255207348,0.0023030624724924,0,0,A++,1.0,2366_test,0.9453371047973633,0.10100905564109583,0.9976969361305236,True,1.0
2517,"We are all going to die and anyone who has supported Trump, directly or indirectly, is responsible at least in part.",0.8885279417037963,0.16891017749701234,0.9970576763153076,0.11147206453606481,0.1689101751611937,0.0029423986561596,0,0,A+,0.8,2366_train,0.8885279417037963,0.16891017749701234,0.9970576763153076,True,0.8
2518,Anonymous is so goddamned cringe,0.2978997360914945,0.29322312634285824,0.0236090645194053,0.7021002471446991,0.2932231260053981,0.9763909578323364,1,1,A+0,0.6,2367_test,0.7021002471446991,0.2932231260053981,0.9763909578323364,True,0.6
2519,I HATE COMMIES!,0.5379154905676842,0.4345316897911102,0.0334453210234642,0.4620845004916191,0.4345316942904816,0.9665546417236328,1,1,A+0,0.6,2367_train,0.4620845004916191,0.4345316942904816,0.9665546417236328,True,0.6
2520,It should but it’s not because the Democrats and liberal media want to keep it quiet. No protest for him. I thought black lives mattered just not his. Total black hypocrisy.,0.9433406591415405,0.041184840602390055,0.985982358455658,0.056659362651407696,0.04118486898371947,0.0140176312997937,0,0,A+,0.8,2368_test,0.9433406591415405,0.041184840602390055,0.985982358455658,True,0.8
2521,Stupid and corrupt. What a combo.,0.5919572710990906,0.3565076912107448,0.9908419847488404,0.4080427274107933,0.3565076658083099,0.0091580376029014,0,0,A+,0.8,2368_train,0.5919572710990906,0.3565076912107448,0.9908419847488404,True,0.8
2522,Remember when they used to call this terrorism? But I guess it's not because clearly this guy isn't coloured. <url>,0.7748799443244934,0.28615711251096415,0.285962164402008,0.22512007206678386,0.2861571038923597,0.7140378355979919,1,1,A+,0.8,2369_test,0.22512007206678386,0.2861571038923597,0.7140378355979919,True,0.8
2523,That’s my train! #COVID19  I am so screwed! <url>,0.9142957210540772,0.11363685249321397,0.9986743927001952,0.08570429035462436,0.11363683036523478,0.0013256587553769,0,0,A0,0.6,236_dev,0.9142957210540772,0.11363685249321397,0.9986743927001952,True,0.6
2524,"    Don't forget about ramming through a SCOTUS Judge. Trumpers are pathetic.  Also, did you see that Tucker Carlson's super-secret Biden documents were lost in the mail?!?!",0.35140569191426035,0.3379293735746552,0.0110661117359995,0.6485943138599396,0.33792940610589245,0.9889339208602904,1,1,A++,1.0,236_train,0.6485943138599396,0.33792940610589245,0.9889339208602904,True,1.0
2525,"people bang on about it being the 21st century when someone is homophobic, well about time people were the same for racism #BlackLivesMatter",0.9709317564964295,0.03648990553962883,0.994978368282318,0.029068233538418982,0.036489886378877505,0.0050216745585203,0,0,A++,1.0,2370_test,0.9709317564964295,0.03648990553962883,0.994978368282318,True,1.0
2526," He's not responsible for Covid-19.  He just did nothing to prepare our country for its arrival.  He gutted the services to minimize the outbreak, and didn't prepare our hospitals for the amount of patients.  And he mocked those who were trying to warn us.  Shame on you.",0.9532153487205506,0.05288352718713936,0.9977555871009828,0.046784643549472045,0.052883525713287034,0.0022444413043558,0,0,A++,1.0,2371_test,0.9532153487205506,0.05288352718713936,0.9977555871009828,True,1.0
2527,   It doesn't matter what George Floyd's criminal record is. A badge isn't a license to kill.,0.909858787059784,0.1800817574422105,0.9987754225730896,0.09014124753884967,0.18008175630158643,0.0012246095575392,0,0,A++,1.0,2371_train,0.909858787059784,0.1800817574422105,0.9987754225730896,True,1.0
2528," Get down your basement, freaking perv! <url>",0.08740110937505956,0.09557742874136893,0.0137024512514472,0.9125989198684692,0.09557742855030224,0.986297607421875,1,1,A++,1.0,2372_test,0.9125989198684692,0.09557742855030224,0.986297607421875,True,1.0
2529,"All police departments should be demilitarized and defunded. If they want an MRAP or automatic weapons, they should have a fucking bake sale. #BlackLivesMatter #AbolishThePolice #DefundPolice <url>",0.2810366865247488,0.2660584834596035,0.0176427941769361,0.7189633190631867,0.26605851134555125,0.9823572635650636,1,1,A++,1.0,2373_test,0.7189633190631867,0.26605851134555125,0.9823572635650636,True,1.0
2530,   This was not a George Floyd protest. It's really a RESIST RALLY. THATS  ALL THIS IS ABOUT! DEMOCRAT ORGANIZED!,0.9116619825363159,0.08536731052139095,0.9943055510520936,0.08833800572901959,0.08536730072649748,0.0056943991221487,0,0,A++,1.0,2373_train,0.9116619825363159,0.08536731052139095,0.9943055510520936,True,1.0
2531,Remember when cops posted a photograph of a shoe on the ground and a can of beans to substantiate the violence against them.,0.9598304033279419,0.05647857542849284,0.997484803199768,0.04016960570588702,0.05647859845870444,0.0025152235757559,0,0,A+,0.8,2374_test,0.9598304033279419,0.05647857542849284,0.997484803199768,True,0.8
2532,That was a clean single leg🥵,0.925383698940277,0.12739931280467273,0.9984230995178224,0.0746163136325776,0.12739928530854486,0.0015769589226692,0,0,A+,0.8,2374_train,0.925383698940277,0.12739931280467273,0.9984230995178224,True,0.8
2533,George Floyd gets BBC Sucked and Fucked <url>,0.2524695593863725,0.3341492048321764,0.0170309897512197,0.7475304424762725,0.33414922307787104,0.9829689860343932,1,1,A++,1.0,2375_test,0.7475304424762725,0.33414922307787104,0.9829689860343932,True,1.0
2534, No thats Obama and you are the worst vice president.,0.686501407623291,0.14462292894480702,0.5935699939727783,0.3134985759854316,0.14462293054301883,0.4064299464225769,0,0,A++,1.0,2375_train,0.686501407623291,0.14462292894480702,0.5935699939727783,True,1.0
2535,"Hello shit show, I feel sorry for the normal city inhabitants (I assume there r some?) that will die because of this insanity.",0.08915965948253864,0.11863030165754132,0.0301255881786346,0.9108403563499451,0.11863029598868702,0.9698744416236876,1,1,A+,0.8,2376_test,0.9108403563499451,0.11863029598868702,0.9698744416236876,True,0.8
2536,"Remember when we gave a shit when even one single person died? Now 1200 people die a day from covid and it’s just some imaginary number.   But cool, let’s go have a drunken boat party to celebrate our dictator.",0.4865838199853897,0.36995609457173134,0.9896782636642456,0.5134162036702037,0.3699561227416384,0.0103217205032706,0,0,A0,0.6,2378_test,0.4865838199853897,0.36995609457173134,0.9896782636642456,True,0.6
2537,"Don't stop protesting in the streets, Don't stop protesting in the streets, Don't stop making your racist neighbors uncomfortable, black Unity is what we need, we are one family, one community, make a lot of noise in your community #blackunity #BlackLivesMatter #blackfamily",0.903540575504303,0.18732350179149612,0.9986940026283264,0.09645943625364448,0.18732349466611403,0.0013060719938948,0,0,A0,0.6,2379_test,0.903540575504303,0.18732350179149612,0.9986940026283264,True,0.6
2538,Who is this? Please help identify this wretched human &amp; turn him in to the police.,0.9243752717971802,0.11200106575022027,0.9985923171043396,0.07562472885474561,0.11200108704972736,0.0014076237566769,0,0,A++,1.0,2379_train,0.9243752717971802,0.11200106575022027,0.9985923171043396,True,1.0
2539,Third Degree my ass!!   Minneapolis police officer Derek Chauvin charged with third-degree murder and manslaughter in the death of George Floyd,0.177104440331459,0.08912984406468503,0.1892537176609039,0.8228955745697022,0.08912980905455722,0.8107463121414185,1,1,A+0,0.6,237_dev,0.8228955745697022,0.08912980905455722,0.8107463121414185,True,0.6
2540, trump had no right to bring your son into this. i’m so sorry,0.9495980858802795,0.08541544632940425,0.9992144107818604,0.050401926029007824,0.08541544447741027,0.0007856008014641,0,0,A++,1.0,237_train,0.9495980858802795,0.08541544632940425,0.9992144107818604,True,1.0
2541,"The Chinese Virus also known as Covid-19 has been tuff on the industry and our business, gun shows and trade shows are typically where you the consumer find the best prices BUT NO SHOWS, NO PROBLEM. 4 Day ONLY Labor… <url>",0.7618060410022736,0.24449015460791523,0.996987521648407,0.2381939388345927,0.24449015640162536,0.0030125009361654,0,0,A+,0.8,2380_test,0.7618060410022736,0.24449015460791523,0.996987521648407,True,0.8
2542, They Botoxed the COVID to death,0.8679080128669738,0.10770077615489179,0.9944792985916138,0.1320919783785939,0.10770079924647569,0.0055206390097737,0,0,A++,1.0,2380_train,0.8679080128669738,0.10770077615489179,0.9944792985916138,True,1.0
2543,When liberals are losing they always start singing the lie... Trump is a supremacist  blues...🎵🎶🎼 as if they sing loud enough it will somehow make it true LOLLLLLL #ARIELSARMY  #BENDEDKNEE  #ILOVETRUMP <url>,0.537616765499115,0.15149447247182465,0.5285235047340393,0.46238325238227845,0.15149445015275176,0.4714764356613159,0,0,A+,0.8,2381_test,0.537616765499115,0.15149447247182465,0.5285235047340393,True,0.8
2544," Scenario;  IF .. if ..   becomes the 46th,   C-19 is going to      FADE AWAY !          And the ""N I G H T M A R E""        will begin !  ✅ VOTE TRUMP ☆🇺🇲#VOTETRUMP2020MAG🇺🇲☆         MAKING A DIFFERENCE ! <url>",0.8736975789070129,0.1847834000062984,0.9922858476638794,0.12630240214057264,0.18478340891889042,0.0077140936627984,0,0,A0,0.6,2381_train,0.8736975789070129,0.1847834000062984,0.9922858476638794,True,0.6
2545,  get ready to cry in two days.,0.9185490369796753,0.1327727659324824,0.9984334111213684,0.08145093924831595,0.1327727616097254,0.0015665636165067,0,0,A++,1.0,2383_train,0.9185490369796753,0.1327727659324824,0.9984334111213684,True,1.0
2546,  Where the fuk are you getting your information? Do you study before you post or just believe every goddamn thing the DNC-controlled media tell you? The Democrat Party wants to turn this Nation into a Communist Nation. Voting for Biden because you hate Trump is pure ignorance!,0.16017237603664394,0.1553171277467659,0.0214604474604129,0.8398276329040527,0.1553171341946334,0.9785395860671996,1,1,A+,0.8,2384_test,0.8398276329040527,0.1553171341946334,0.9785395860671996,True,0.8
2547," COVID-19 was not in play during Ondo election abi.  Everybody that have hand in all of these wickedness, believe me you can’t escape judgment. <url>",0.8856347560882568,0.15758187529635606,0.997967541217804,0.11436523031443353,0.1575818985627734,0.0020323763601481,0,0,A++,1.0,2384_train,0.8856347560882568,0.15758187529635606,0.997967541217804,True,1.0
2548,"  What Piers can't seem to grasp is that The Proud Boys are not a white Supremacist group. There are a lot of people of color within the group. Also, they stand-up to the ANTIFA lawlessness and anarchy on the streets...color is not a factor.",0.8431696653366089,0.1887965680962747,0.9957506656646729,0.1568303199484944,0.1887965486896142,0.0042493259534239,0,0,A+,0.8,2385_test,0.8431696653366089,0.1887965680962747,0.9957506656646729,True,0.8
2549,    The stupidity is actually alarming 😂,0.3507120601832866,0.4263092362012964,0.0261570997536182,0.6492879435420036,0.4263092278342216,0.9738429188728333,1,1,A+0,0.6,2386_test,0.6492879435420036,0.4263092278342216,0.9738429188728333,True,0.6
2550,"Hopefully #GeorgeFloyd is looking down and saying this is a great day for America, because the unemployment #'s regained 1.4 mil jobs due to PPP invest of $600Billion (14 million lost). I doubt George or his family give a rats ass abt the unemplymt # s. #MAGA #MAGA2020 #help",0.5224522337317467,0.33703984860452363,0.9892070293426514,0.4775477612391114,0.3370398479511311,0.0107929529622197,0,0,A+,0.8,2386_train,0.5224522337317467,0.33703984860452363,0.9892070293426514,True,0.8
2551,"So to start the day Minneapolis is disbanding the police and in nc whites were washing blacks feet begging for forgiveness, insanity on both counts",0.7394210875034333,0.2370083975093772,0.9853559136390686,0.26057890262454747,0.23700839412984545,0.0146440593525767,0,0,A0,0.6,2387_test,0.7394210875034333,0.2370083975093772,0.9853559136390686,True,0.6
2552,"Someone asked if you can pre-order from any store and the answer is YES! BUT!!!!  will be the only store with *autographed* copies thanks to the two stupid C words (COVID and cancer). I'd love you to order from an indie bookstore, but it's totally up to you!",0.9065927624702453,0.14769055539197162,0.9981803894042968,0.09340722081251437,0.14769058104174668,0.0018195940647274,0,0,A+,0.8,2387_train,0.9065927624702453,0.14769055539197162,0.9981803894042968,True,0.8
2553,"Not one word about George Floyd or how they actually believe that Black lives matter. Just another ""here’s a letter so we don’t get anymore hate"" statement. Your inaction towards supporting your Black students speaks volumes.   Disappointed once again. #BLACKLIVESMATTER",0.9592925548553467,0.055126658999769186,0.9938099980354308,0.040707451477646775,0.05512663567808203,0.0061900387518107,0,0,A++,1.0,2388_test,0.9592925548553467,0.055126658999769186,0.9938099980354308,True,1.0
2554, Better chance of getting hit by car trick or treating then catching Covid. But... Charlie will make the rules goddammit!,0.21036820895969863,0.28251868160573124,0.0122333168983459,0.7896317899227142,0.2825187162066948,0.9877667427062988,1,1,A+,0.8,2388_train,0.7896317899227142,0.2825187162066948,0.9877667427062988,True,0.8
2555,No!!! the human body is the ultimate vaccine made by God,0.9793784379959106,0.01261996023747935,0.995481014251709,0.0206215688027441,0.012619968726650792,0.0045189601369202,0,0,A++,1.0,2389_test,0.9793784379959106,0.01261996023747935,0.995481014251709,True,1.0
2556,’12 Years a Slave’ Director Steve McQueen Dedicates Cannes-Selected Films to George Floyd <url> via ,0.9850309133529663,0.022421393372154357,0.9986175298690796,0.014969097683206182,0.022421390661714145,0.0013825215864926,0,0,A+,0.8,2389_train,0.9850309133529663,0.022421393372154357,0.9986175298690796,True,0.8
2557,"If you support trump, unfollow me 💙🥰💙🥰💙 ur ""president"" is a worthless pig 🐽",0.08123618150129912,0.13818174065049132,0.0133464420214295,0.9187638401985169,0.13818172061916373,0.9866535067558287,1,1,A++,1.0,238_dev,0.9187638401985169,0.13818172061916373,0.9866535067558287,True,1.0
2558,I certainly think the death of George Floyd was wrongful and needs to be addressed. <url>,0.9711974382400512,0.041583582534683944,0.996042251586914,0.02880255724303422,0.04158358514846763,0.0039577898569405,0,0,A++,1.0,238_test,0.9711974382400512,0.041583582534683944,0.996042251586914,True,1.0
2559, Shut up loser,0.055931001529097524,0.04849932373016818,0.0215513594448566,0.944068992137909,0.04849934955149198,0.9784486293792723,1,1,A+,0.8,2390_test,0.944068992137909,0.04849934955149198,0.9784486293792723,True,0.8
2560,who the hell posted bail for him,0.9266364216804505,0.13960694943685562,0.9980546236038208,0.07336359657347197,0.139606953730032,0.0019454169087111,0,0,A+,0.8,2390_train,0.9266364216804505,0.13960694943685562,0.9980546236038208,True,0.8
2561,#blacklivesmatter I am Maghrebin and black. I wore this cause literally on my face. In my high school. #AllLivesMatters <url>,0.8964959025382996,0.20775001822770628,0.9977015852928162,0.10350410700775678,0.20775002972434048,0.0022983907256275,0,0,A++,1.0,2391_test,0.8964959025382996,0.20775001822770628,0.9977015852928162,True,1.0
2562,   God forbid. USA will be doomed with Democrats!,0.9436647653579712,0.06123412416647424,0.9876006841659546,0.0563352332450449,0.061234138547881165,0.0123992953449487,0,0,A0,0.6,2391_train,0.9436647653579712,0.06123412416647424,0.9876006841659546,True,0.6
2563,I hate y’all. I hate Texas especially y’all dumb asf over there,0.1297362683340907,0.21546441422048235,0.0102010453119874,0.8702637493610382,0.21546440573211106,0.9897990226745604,1,1,A++,1.0,2392_train,0.8702637493610382,0.21546440573211106,0.9897990226745604,True,1.0
2564,Your vote is your voice. Votes matter. Really like this newly released ⁦ ad. Vote. <url>,0.9385865569114685,0.12376730276757308,0.9982739686965942,0.06141342548653478,0.12376729559912387,0.0017260597087442,0,0,A++,1.0,2393_train,0.9385865569114685,0.12376730276757308,0.9982739686965942,True,1.0
2565, My model successfully predicted the rise in cases this week in the US. The projection is much worse for the next month. <url>  <url>  #COVID #CovidFriday #COVIDIOTS #Corona #coronavirus <url>,0.8965333104133606,0.09386345411045702,0.9755006432533264,0.10346670243889089,0.09386343615220523,0.0244993735104799,0,0,A++,1.0,2394_test,0.8965333104133606,0.09386345411045702,0.9755006432533264,True,1.0
2566, Handing Trump MN.  🇺🇸  MInneapolis city council Judas goats,0.3534507886972278,0.364360990456925,0.0031962774228304,0.6465492457151413,0.36436099723761195,0.9968037605285645,1,1,A+0,0.6,2395_test,0.6465492457151413,0.36436099723761195,0.9968037605285645,True,0.6
2567, Can we mandate she drowns in piss infected with covid or is that a sin for me asking?,0.1533214848488569,0.1773561910523805,0.0075183194130659,0.8466785192489624,0.17735620179835823,0.9924817085266112,1,1,A+,0.8,2395_train,0.8466785192489624,0.17735620179835823,0.9924817085266112,True,0.8
2568," Breaking: #JoeBiden is a TRAITOR, he is the BIG GUY.  #LUDE revealed several examples today to explain how Biden family sold out America to CCP, making people unemployed. #Biden 2020 will destroy more industries and make people poor. Wake UP!! <url>",0.7593397498130798,0.13381200255960252,0.8126477003097534,0.2406602680683136,0.13381202756249033,0.1873522400856018,0,0,A0,0.6,2396_test,0.7593397498130798,0.13381200255960252,0.8126477003097534,True,0.6
2569,  Speaking strictly as a uterus- your opinion is GARBAGE. 😘👍🏼  #UnderHisEye 👁 <url>,0.19285269528627394,0.23978752713893353,0.0077015198767185,0.8071473419666291,0.23978753424667387,0.9922985434532166,1,1,A++,1.0,2396_train,0.8071473419666291,0.23978753424667387,0.9922985434532166,True,1.0
2570,"We are ready, Bring on the civil war,they can't kill us all!!!! #protests2020 #Anonymous #racism #BLACK_LIVES_MATTER",0.6703113615512848,0.29720121137378824,0.2737483382225036,0.32968865185976026,0.29720121360754975,0.7262516617774963,1,1,A+0,0.6,2397_test,0.32968865185976026,0.29720121360754975,0.7262516617774963,True,0.6
2571,"Trump has VERY successfully turned the entire USA into his picture perfect remake vision of Atlantic City, NJ!! hahahahaha ... CONGRATULATIONS GOP!! hahaha LOL!",0.6791499882936478,0.27189814458529055,0.2297012358903885,0.3208500385284424,0.2718981874903043,0.7702988386154175,1,1,A+0,0.6,2397_train,0.3208500385284424,0.2718981874903043,0.7702988386154175,True,0.6
2572,This is how you protest people.,0.9754995226860046,0.02809756956357188,0.998571753501892,0.0245004664175212,0.028097593224828982,0.0014281994663178,0,0,A++,1.0,2398_test,0.9754995226860046,0.02809756956357188,0.998571753501892,True,1.0
2573,Someone's Leaked the Covid-19 Hospitalization Data That Trump's Kept Under Wraps #SmartNews / why anyone still supports this #eviltrump is beyond me.  #shameOnYouGOP ⁦  ⁦  ⁦  ⁦  <url>,0.44766326546669005,0.35930194040943,0.2018622159957885,0.5523367345333099,0.35930193885176404,0.7981377243995667,1,1,A+0,0.6,2399_test,0.5523367345333099,0.35930193885176404,0.7981377243995667,True,0.6
2574,you’re a criminal,0.23218661770224566,0.32420230492484886,0.0101518649607896,0.7678133934736252,0.3242023241849485,0.9898481965065002,1,1,A+0,0.6,239_dev,0.7678133934736252,0.3242023241849485,0.9898481965065002,True,0.6
2575,   What exactly has Biden done.....🤔 <url>,0.9795414209365845,0.036206932387808664,0.9979857206344604,0.020458605885505618,0.03620695753461823,0.002014291472733,0,0,A++,1.0,239_test,0.9795414209365845,0.036206932387808664,0.9979857206344604,True,1.0
2576,"slowly and surely all the racists show their true faces from the shadows of the white privilege they hide behind. don't lose sight of the mission,this is the peoples government and i don't care if we have to flip the world upside down to fix what's wrong with it #blacklivesmatter",0.8908769130706787,0.16618957235150675,0.9966703057289124,0.10912308865226802,0.1661895761046225,0.0033296861220151,0,0,A+,0.8,239_train,0.8908769130706787,0.16618957235150675,0.9966703057289124,True,0.8
2577,How Convenient. FBI Shuts Down FOIA Operation Until At Least March 30 Over Coronavirus Panic <url> via  DUMB WRAY! JUST ANOTHER EXCUSE TO TRY TO MAKE IT GO AWAY!,0.8688917040824891,0.18427357094743838,0.9982692003250122,0.1311082878615707,0.1842735531335797,0.0017308136448264,1,0,A+0,0.6,23_dev,0.1311082878615707,0.1842735531335797,0.0017308136448264,False,0.6
2578,True. Unconstitutional to the core. <url>,0.9478014588356019,0.06284996973844573,0.9978612065315248,0.05219856752082698,0.0628499454599714,0.0021388148888945,0,0,A++,1.0,2400_test,0.9478014588356019,0.06284996973844573,0.9978612065315248,True,1.0
2579,    Ooohh you know what yur such a darling,0.9051432728767395,0.12477715449099705,0.9976040720939636,0.09485674439929422,0.12477715876751502,0.0023959123063832,0,0,A++,1.0,2400_train,0.9051432728767395,0.12477715449099705,0.9976040720939636,True,1.0
2580,It could have just been 4 cops but 9000 people seems like a better way to go 🙄,0.8919330358505249,0.15778353982147977,0.998898148536682,0.1080669567454606,0.1577835250060333,0.0011018535587936,0,0,A++,1.0,2401_test,0.8919330358505249,0.15778353982147977,0.998898148536682,True,1.0
2581,   Who is committing all the violence in Minneapolis? The white mob? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.9398103356361389,0.07454336897856068,0.9993625283241272,0.06018964900868008,0.07454337541746245,0.0006375010707415,0,0,A0,0.6,2401_train,0.9398103356361389,0.07454336897856068,0.9993625283241272,True,0.6
2582,"   Every single word that came out of Biden’s mouth was a lie, every statement, every word and every answer. Never in my life have I seen a presidential candidate get away with so much. Why is this? It should absolutely cause every true American concern",0.9434581279754639,0.09649517098888995,0.995128870010376,0.05654186164028938,0.09649518285415395,0.0048711607232689,0,0,A0,0.6,2402_test,0.9434581279754639,0.09649517098888995,0.995128870010376,True,0.6
2583, why don’t you have Putin put a bounty on the coronavirus? Or do you want to see which kills more Americans?,0.6903643533587456,0.3258719603939819,0.1147058233618736,0.309635628759861,0.325871983511428,0.8852941989898682,1,1,A+0,0.6,2402_train,0.309635628759861,0.325871983511428,0.8852941989898682,True,0.6
2584,America's top cop is a rightwing culture warrior who hates disorder. What could go wrong?    Lloyd Green  #AMJoy #ImpeachBarr  <url>,0.8391277670860291,0.2031528668036637,0.9987019300460817,0.1608722500270232,0.2031528640198377,0.0012980717001482,0,0,A+,0.8,2403_test,0.8391277670860291,0.2031528668036637,0.9987019300460817,True,0.8
2585, How many were in NY elderly homes? How many of those with covid-19 did  send back to the home from the hospital? Ur buddy  did that. Ur buddy  left the shelves empty. Ur went on vacation. Tell us again how this is  fault.,0.8583208680152893,0.19724737780111054,0.9990664124488832,0.14167916338192293,0.19724734651869566,0.0009336509392596,0,0,A++,1.0,2404_test,0.8583208680152893,0.19724737780111054,0.9990664124488832,True,1.0
2586,"I agree I think Trump is faking Covid infection, like he has faked everything else",0.9393399238586426,0.08061271269686143,0.9837475419044496,0.06066010296344756,0.08061269826219956,0.0162525288760662,0,0,A+,0.8,2404_train,0.9393399238586426,0.08061271269686143,0.9837475419044496,True,0.8
2587,  You are a ranting monkey indeed.,0.18229828141629692,0.22962674700332983,0.0190841238945722,0.8177016973495483,0.2296267338579021,0.9809158444404602,1,1,A++,1.0,2405_test,0.8177016973495483,0.2296267338579021,0.9809158444404602,True,1.0
2588,Angry suburban women in KY. It’s almost like the whole country is angry with one party,0.8435890197753906,0.20250131549176176,0.9978967905044556,0.15641096853651104,0.20250133315207203,0.002103128703311,0,0,A++,1.0,2406_test,0.8435890197753906,0.20250131549176176,0.9978967905044556,True,1.0
2589,"Since the media has proved they have no interest in the corruption of  , imagine what an unchecked dictator he’d be",0.9219784736633301,0.10594541033980166,0.9957927465438844,0.07802154002711174,0.105945389445631,0.0042072716169059,0,0,A++,1.0,2406_train,0.9219784736633301,0.10594541033980166,0.9957927465438844,True,1.0
2590,i know a bunch of your gay asses were eating there even when they hated you but now it's time to realize there's other food in the world,0.0800091158598661,0.09557512755315441,0.0143793541938066,0.919990885257721,0.09557514928979506,0.985620617866516,1,1,A++,1.0,2407_train,0.919990885257721,0.09557514928979506,0.985620617866516,True,1.0
